,data_clean,created_at,location,sentimen
194,ada indikasi tppu pinjol ilegal nilai uang ada alir dana rek usaha ttt kait undang undang no cegah berantas tppu,2021-11-16,,Positif
195,dasar teliti ilmiah akibat tindak ilegal logging rugi negara kaskus arah tppupt modal masuk sangka alir dana bukti hasil korupsi,2021-11-17,Di Bawah Langit Ibukota,Positif
196,cuci uangnyata berbahayasiang amlers semangat ya,2021-03-15,Jakarta-Indonesia,Negatif
197,kaleng bos nya pinjol hasil sita aparat bwat orang ada indikasi cuci uang tidak pinjol tulis pilih umumken besok jam waktu indonesia bagi barat gasken,2021-11-16,,Positif
198,las grandes fuentes deh dinero ilegal son el narcotrfico minera ilegal comenta mueven mil millones deh dlares al ao sunat es responsable del registro deh formalizacin deh ros del control deh insumos ilegales cules son los resultados puede exhibir,2021-01-06,,Negatif
199,ada kait min alir dana terorisme ilegal hasil jahat tppupt sesuai tera undang undang tppu no pasal terorrism financing dpo teroris laku tppupt,2021-05-08,,Positif
200,lapor ada duga korupsi dana intensif anggota tentara nasional indonesia tugas wisma atlet tim dana intensif ribuhari rincian ribu uang makanharu ribu uang lelahharitpi lapang anggota terima ribuhari,2021-10-03,"Dun-le-Palestel, France",Positif
201,disinformasi bahasa keren bahsa ndesonya tipu,2021-08-04,,Negatif
202,panggilah bongkar kawal ada masuk angin triliun dana gelontor sarana jaya ada lahan ujung korupsi,2021-03-15,Indonesia,Positif
203,alir dana transaksi narkoba rupiah triliun ban triliun ubah undang undang narkoba,2021-10-08,,Positif
204,guna dana bantu asing komisi berantas korupsi polisi republik indonesia jaksa agung dorong periksa icw,2021-06-21,KPK,Positif
205,pinjol ilegal ppatk temu skema ponzi alir dana asing,2021-11-22,Jakarta,Positif
206,badan reserse kriminal polisi republik indonesia ungkap sindikat pinjam online ilegal bas sangka barang bukti uang nila rupiah hasil sita,2021-11-16,,Positif
207,lapor cia sebut sandang dana tan malaka asal jual mobil bekas,2021-07-17,Jakarta Capital Region,Positif
208,publikasi buka ada nyali cross check data transfer masuk februari mei tanggal ada transfer ribu november januari data transfer hubung aktivitas uang illegal,2021-03-26,,Negatif
209,oh icw otot komisi berantas korupsi bersih ahli hukum pidana romli atmasasmita beber ada dana bantu asing masuk indonesia corruption watch icw komisi berantas korupsi komisi berantas korupsi audit badan,2021-05-05,,Positif
210,pusat lapor analisis transaksi uang ppatk beber analisis kait alir dana pinjol ilegal operasi,2021-11-22,Indonesia,Positif
211,ssttt temu ada alir transaksi narkoba nila triliun waduhini urgent tisik ncu,2021-09-29,Di Jero Imah,Positif
212,saefullah alias daniel alias chaniago jaga pustaka pondok pesantren ibnu mas mastermind kelompok indonesia alir dana negeri lancar aksi terorisme nama masuk dpo polisi ri,2021-04-04,Make your own sandwich.,Positif
213,kerja awas sanggup bohong lewat uang muka rupiah program andal kampanye anies anies teknis ada lahan rumah uang muka nol rupiah korupsi,2021-03-13,"Jakarta Capital Region, Indonesia",Negatif
214,ada temu transaksi uang kait rekening jumbo rupiah triliun milik sindikat narkoba mesti panggil kepala polisi republik indonesia sidik bayar pajak cilakanya ikut tax amnesty,2021-10-07,,Positif
215,transfer dana transfer dana haram organisasi teroris negeri alir dana selsel teroris negeri guna dana dana ilegal beli senjatabom biaya organisasi biaya hidup teroris,2021-01-05,"Venus, TX",Positif
216,kuiss klepon maniss ada cuci uang rt kasih dapat asas praduga salah ya end like me,2021-11-09,Jakarta-Indonesia,Negatif
217,nge prank tangkap nge prank ribu kabar nya istirahat news donasi rupiah triliun palsu anak akidi tio tangkap,2021-08-02,,Negatif
218,pinjol ilegal rupiah cepat bongkar warga negara cina buru,2021-06-17,,Positif
219,donasi hak tipu ampo tipu donasi ampo hak donasi laku topeng agama kurang makna jahat jahat super biadab,2021-06-04,,Negatif
220,yusuf mansur paytren alipay resmi operasi indonesia alat transaksi non tunai anak usaha alibaba ya tampil nama dana transaksi ada uang pindah cina paham ya to do,2021-09-09,"-6.252543,106.806343",Positif
221,kuisss sabtu pagi klepon manis amlers rt kasih dapat ada hubung cuci uang asas praduga salah ya end like me,2021-11-27,Jakarta-Indonesia,Negatif
222,vaksin ilegal sumatra utara dokter aparatur sipil negara dinkes raup rupiah juta,2021-05-21,,Positif
223,rocky gerung dana haji masuk dompet perintah campur duit haram,2021-06-09,Indonesia,Positif
224,komisi berantas korupsi dana korupsi pt duga alir sekretariat negara,2021-01-26,Indonesia,Positif
225,negara api kacau kekuasaanya asai manusia hati iblis milik manusia percaya balas siksa neraka sadis uang bansos gilir uang buruh rupiah triliun duga rampok,2021-01-23,"Bima Sakti, Bumi, Indonesia",Negatif
226,taktik pinjol ilegal kali ganti aplikasi kelabu kominfo,2021-08-26,,Positif
227,gaji karyawan pinjol ilegal rupiah juta,2021-10-15,,Positif
228,ada dana aspirasi anggota dewan besar rupiah juta kali tahun cari anggota dewan wakil rakyat daerah pilih tanggung jawab uang untuk uang bantu udapil mana pilih rakyat di sana,2021-09-17,"-6.252543,106.806343",Positif
229,ri terima rupiah triliun syarief hasan dana bantu international monetary fund tetap utang,2021-09-10,,Positif
230,ratus ton opium dagang ilegal perintah tentara laskar beli senjata fasilitas upaya lawan belanda,2021-03-27,Jakarta Capital Region,Negatif
231,indonesia surga galang dana teroris cuil aparat sikat bandit teroris rekening yayasan amal dana program jihad global teroris ji beku,2021-11-03,,Positif
232,nama sumbang mesti rupiah terima salah ada cek ricek umum publik,2021-08-04,"Kota Bengkulu, Bengkulu",Negatif
233,komisi berantas korupsi dana korupsi pt duga alir sekretariat negara,2021-01-26,,Positif
234,puluh milik kapal asing aku bayar tunai transfer rupiah miliar perwira tentara nasional indonesia al bebas kapal tahan labuh ilegal air indonesia,2021-11-15,Indonesia,Positif
235,aduh rupiah miliar duit skandal dana asing icw lapor jaksa agung,2021-06-23,Indonesia,Positif
236,komisi berantas korupsi dalam duga alir duit direktur jenderal lindung jamin sosial linjamsos menteri sosial pen nazaruddin,2021-01-25,Indonesia,Positif
237,warga negara cina modal pinjol ilegal tangkap polisi,2021-10-22,,Positif
238,dana nila rupiah triliun lapor said didu menteri tanggung,2021-09-07,,Positif
239,rocky gerung dana haji masuk dompet perintah campur duit haram,2021-06-09,,Positif
240,maki endus duga simpang tagih pajak rupiah anak buah sri mulyani,2021-03-06,,Negatif
241,sangka korupsi jalan ogan ilir kembali rugi negara rupiah miliar beda damkar daerah khusus ibukota ya kembali tunai penuh proses damkar daerah khusus ibukota lebih bayar cicil anies maha sakti,2021-04-27,Sweet home,Negatif
242,komisi berantas korupsi tisik alir duit korupsi bansos covid direktur jenderal linjamsos kemensos,2021-01-25,Indonesia,Negatif
243,ampo uang negara sistematis demokrat tagih janji komisi berantas korupsi cari madam bansos,2021-02-11,Indonesia,Negatif
244,ampo uang negara sistematis demokrat tagih janji komisi berantas korupsi cari madam bansos,2021-02-11,,Negatif
245,skandal impor emas rupiah triliun fraksi demokrat dorong dewan wakil rakyat bentuk panja ngeriiiiii bahh impor emas,2021-08-01,"Sumatera Utara, Indonesia",Negatif
246,perintah warga bayar pinjol ilegal teror lapor polisi,2021-10-20,Sweet home,Positif
247,di zaman ahok temu simpang anggar cepat endus anies pimpin akan daerah khusus ibukota sepi korupsi bukti temu lapang aneh komisi berantas korupsi kutik sentuh perintah provinsi daerah khusus ibukota ada novel baswedan,2021-02-27,lokalisasi kelas teri,Negatif
248,ngerikngerik sedap negara ppatk temu ada alir dana misterius ada transfer lintas negara rekening front bela islam gelenggeleng kepala bongkar bravo,2021-02-03,"DKI Jakarta, Indonesia",Positif
249,kenal tiba tiba ditransferin uang erti maksud untung uang pakai ditransferin cewek ke rumah bawa polisi tahu cewek korupsi di kantor setor bank bawa kabur puluh juta,2021-10-10,"Jakarta, (UTC+07:00)",Negatif
250,hukum perdata transaksi pinjol ilegal penuh janji sesuai pasal kup kitab undangundang perdata status ilegal ojk janji utang nasabah pinjol ilegal sah mata hukum,2021-11-27,Jakarta Indonesia,Positif
251,ekonom pinjol ilegal fintech praktik kriminal lengkap,2021-06-21,Jakarta,Positif
252,iya hukum utang ada pinjol ilegal tidak dilunasin transaksi tidak sah mata hukum baca threadnya ya biar samasama paham,2021-11-27,Jakarta Indonesia,Positif
253,alah akuntan publik butuh uang diakalin lapor audit lembaga swadaya masyarakat main mata akuntan publik haha ppatk audit transparan alir dana lembaga swadaya masyarakat nakal organisasi ilegal mirip ji hasil lacak uang dari mana,2021-11-17,Indonesia,Positif
254,tuju analogi tukar uang pinggir jalan bikin masuk area uang launderingnya ada kupon diskon bikin nilai tukar rupiah harga sungguh ada indikasi manipulasi transaksi uang,2021-05-10,,Negatif
255,taro uang bank asing ln ada kadaluarsa uang disimpam idle ambil hukum takut transfer uang cayman lichtensten panama dan lain lain kebaya uang hasil narkoba ada bukti transfer via swift menteri uang,2021-10-06,,Negatif
256,rupiah miliar sunat begundal begundal act donasi masyarakat rupiah triliun foto ilustrasi,2022-07-29,Wherever you're not lookin' ,Negatif
257,selamat selasa bahagia terima alir dana tambang ilegal,2022-11-29,"Parahiyangan, Indonesia ",Positif
258,atur strategi alir dana ilegal duga tonton doil korban selamat injo ada jahat kerah putih aku laku uang laundering sayang sih tidak,2022-10-08,"Jawa Timur, Indonesia",Positif
259,dapat temu janggal proyek bendung picu konflik wadas perintah proyek sumber dana anggar dapat dan belanja negara telusur dokumen proyek masalah dana utang menteri uang,2022-11-01,Asia,Positif
260,korupsi dana daerah khusus ibukota dana triliun lenyap mana usut tuntas,2022-10-03,,Positif
261,polisi gaya hidup boros maling kepala polisi republik indonesia dosa sejarah jalan karier terima alir dana tambang ilegal judi narkoba dan bagai jenderal mesti berani bersih bersih,2022-11-29,Wherever you're not lookin',Positif
262,jaksa agung pamer barang bukti uang tunai total korupsi duta palma sangka surya darmadi sayang mega korup tutup sambo slesainya acara main akrobat,2022-08-30,Indonesia,Positif
263,surya darmadi alias apeng buron sangka korupsi rupiah triliun jaksa agung ri,2022-08-15,🇮🇩 Pancasila,Positif
264,polisi alir dana tindak ilegal kembali ya untung reza arap kembali ada simpenan alir dana anak yatim bangun mesjid dan lain lain,2022-03-10,"Semarang, Jawa Tengah",Positif
265,kan alir dana tambang ilegal kalimantan timur ismail bolong panggil badan reserse kriminal polisi republik indonesia,2022-11-25,Bicara Fakta dan Aktual,Positif
266,eksklusif fantastis dapat lapor uang total ada rupiah miliar alir bulan oknum polisi ada kode coklat kode sebut oknumoknum polisi rinciannya kupas malam,2022-09-26,"Jakarta Capital Region, Indone",Positif
267,ppatk kan alir dana investasi ilegal salah satu aset kripto,2022-04-05,"Jakarta Capital Region, Indonesia",Positif
268,alir dana investasi ilegal sasar singapura australia amerika cina sumber,2022-03-11,Indonesia,Positif
269,konon lidi divisi propam ihwal alir dana tambang ilegal dasar lapor hasil lidi divisi profesi aman polisi republik indonesia duga alir dana tambang ilegal ismail bolong anggota polisi republik indonesia,2022-11-25, Dimana-mana,Positif
270,kali tumpas alir dana curiga dana aksi demo tanggal tanggal mana alir dana transfer rekening baca bank negara indonesia,2022-04-20,"Auckland, New Zealand",Positif
271,main ratus triliun rupiah dapat data hasil lidi pusat lapor analisis transaksi uang ppatk muncul diagram kait bisnis gelap kaisar sambo malam waktu indonesia bagi barat,2022-08-29,"Jakarta Capital Region, Indone",Positif
272,aku sidik polisi republik indonesia gerombol aku terima duit haram hasil maling act,2022-08-03,Anywhere You Are,Negatif
273,buah konspirasi libat uang haram berkalikali alami naik biaya tunda selesai ada audit investigasi anggap normal gerogot uang rakyat triliun rupiah,2022-12-10,,Negatif
274,alir dana tambang ilegal ismail bolong wakil ketua komisi berantas korupsi,2022-12-08,Kabupaten Purworejo Jawa Tenga,Positif
275,ppatk duga alir dana tambang ilegal jajar polisi daerah kalimantan timur,2022-11-24,Indonesia,Positif
276,hendra kurniawan kait duga alir dana tambang ilegal kabareskrim polisi republik indonesia,2022-11-25,"Medan, Indonesia",Positif
277,kubu ferdy sambo kabareskrim serang duga alir dana tambang ilegal,2022-11-26,"Kota Serang, Banten",Positif
278,daftar lengkap alir dana tambang ilegal polisi daerah kalimantan timur badan reserse kriminal,2022-11-26,indo,Positif
279,pusat lapor analisis transaksi uang ppatk optimal telusur alir uang duga kait tindak pidana investasi ilegal alir dana negeri negeri,2022-03-18,"DKI Jakarta, Indonesia",Positif
280,ppatk temu alir dana investasi ilegal milik binomo karibia situs judi rusia,2022-03-18,Indonesia,Positif
281,alir dana selundup rokok ilegal vietnam bongkar ppatk,2022-09-24,Jakarta Capital Region,Positif
282,alir dana duga kait investasi ilegal tembus rupiah,2022-03-25,Jakarta Capital Region,Positif
283,profil komjen agus andrianto kabareskrim terus listyo sigit kena lempar isu alir dana tambang ilegal,2022-11-25,,Positif
284,profil komjen agus andrianto kabareskrim terus listyo sigit kena lempar isu alir dana tambang ilegal,2022-11-25,,Positif
285,kerja anies dasar catat bkpm provinsi daerah khusus ibukota tempat urut realisasi pmdn tanam modal negeri periode januari september rupiah triliun realisasi pma tanam modal asing nila us miliar rupiah triliun sekian,2022-11-12,Earth,Negatif
286,buset seram puluh ratus triliun rupiah investasi bodong mandek polisi daerah metro badan reserse kriminal link,2022-08-28,,Positif
287,menekekankan komitmen dukung politik pimpin yurisdiksi sinyal gabung kerja transparansi global lawan hindar pajak tax evasion alir dana ilegal illicit financial flows,2022-07-15,Indonesia,Positif
288,estimasi dapat kotor online rupiah rupiah offline rupiah anggap harga ratarata rupiah total rupiah koma enam milyar rupiah umur jakarta,2022-08-09,,Positif
289,ungkap ppatk temu alir dana ilegal bos binomo karibia penelususan kait alir dana ilegal sangka binomo indra kenz lanjut,2022-03-19,"Makassar, Indonesia",Positif
290,kompolnas cek benar surat lhp ferdy sambo alir dana tambang ilegal duga alir jabat polisi republik indonesia,2022-12-20,"Pulo Gadung, Indonesia",Positif
291,denda miliar hasil tambang nikel bos tambang nikel ilegal sultra sangka alir dana telusur,2022-03-11,"ÜT: -6.212443,106.809278",Positif
292,ketua prodem iwan sumule propam markas besar polisi republik indonesia senin lapor kabareskrim polisi republik indonesia komjen agus andrianto periksa kait alir dana rupiah miliar bisnis tambang ilegal,2022-11-07,Jakarta,Positif
293,ppatk pantau alir dana ilegal kait jahat lingkung,2022-03-29,Jakarta,Positif
294,daerah ada rekening tiba tiba isi triliun,2022-09-28,Jakarta Capital Region,Negatif
295,ppatk alir dana investasi ilegal afiliasi situs judi rusia,2022-03-18,,Positif
296,ppatk temu alir dana investasi ilegal karibia duga milik binomo,2022-03-18,Indonesia,Positif
297,temu video iniduh bikin hati sakit sekali duit makan rakyat miskin ya moga hancur uang haram tobat biar ulang mari lawan ruang maling uang rakyat,2022-05-17,Jakarta Capital Region,Negatif
298,kabur surya darmadi alias apeng gondol uang rupiah triliun singapura senyap sorot publik buzzer berisik media sosial cc,2022-08-05,Jakarta selatan,Negatif
