,data_clean,label
250,nama guna nama guna jakarta acak pilih pimpin mampu sama sekali warga tanggung derita,Negatif
251,lamban jalan terik siang perut tahan izin makan sekali ya tidak puasa serasa puasa sahur teman kantor puasa,Negatif
252,izin bincang beliau jawab senyum cerah wibawa iya mbak coba cerita kirakira drngan ramah teman cerita lebar tiket jadwal uji akhir semester reschedule,Positif
253,nama guna kena oi langgar nya orang bubar persepakbolaan indonesia mafia nya musnah nama guna nama guna nama guna nama guna,Negatif
254,cari capung bareng teman pakai sapu capung capung tusuk lidi bakar ramai ramai makan bikin sehat,Positif
255,sih jadi bikin bong nyinyir habis an gubernur indonesia eh ujung nya kerja gubernur usut tuntassss uniform resource locator,Negatif
256,jaman putih abuabu ngebet sekali cepat kuliah eh pas kuliah pikir berat ngebet nikah,Negatif
257,nama guna nama guna hai rakyat geruduglah kantor media pukul wartawannya sila langgar hukum nama guna,Negatif
258,beliau di sana dengar sembari senyum cerita potong orangorang masuk tanda tangan ujung inti dua uji lebih dahulu beliau tertawa wibawa teduh,Positif
259,bangun tidur kabar teman terima kerja sujud syukur senang sekali tak tau lebay ya bep cari kerja iya susah imma proud friend,Positif
260,nama guna manusia dengki buruk mirip rusak negara bangga aktivis bodoh bubar golkar target sopir saja kendara politik rajalela,Negatif
261,jamaah masjid al tsar nasi tumpeng ayam matang aji tafsir masjid al tsar aju ada ada berkah,Positif
262,nama guna oi khianat kasih hati jantung kasih kuota tiket rusuh organisir oi lagikelakuan nya mirip saudara biru barat,Negatif
263,nama guna beli mesin cuci best denki central park instalaai senin jun jam an hubung,Negatif
264,komprenya kelompok jam kah asah kelompok minggu kemarin maju sebentar gasampe jam jam bikin degdegan oi,Negatif
265,terima kasih teman basis nama guna sedia luang panitia moga allah subhanahu wa taala senantiasa rezeki halal berkah amin,Positif
266,nama guna nama guna alumni praktik kampus izin harusnyakan izin alumnus pakai fasilitas negara penting tahu otoritas kampus,Negatif
267,cocok jadwal telah besok uji jam mbak yuyun ya beliau alhamdulillah ya allah lega reschedule fix salim tangan sih berterimakasih banget,Positif
268,percaya dik ada sakit lupa bawa kacamata pustaka nempelnempel muka monitor uniform resource locator,Negatif
269,pagi tonton infotainment brkt kerja kris hatta ganteng tinggal hilda bang billy ganteng astagfirullah ngelus dada,Negatif
270,wah gila sih cuti tolak orang rumah sih pong ada libur langsung kabur,Negatif
271,beliau balas takut tinggal bicara og hngg sih ku kagum beliau jahat gambar rangkai tweetku beliau butuh ku teman bicara beliau,Positif
272,nama guna nama guna nama guna nama guna nama guna naaahhhh keookkk bong terbang langit dululah kutat kolam kerruh,Negatif
273,sdsmp ada tahu bawa artikel kait pornografi dijejerin kelas ditendangin tulang kering wali kelas tahu uniform resource locator,Positif
274,yaallahsmoga ada manusia super hero dewan wakil rakyat,Negatif
275,timpang sosial picak mata kaum kampret model memutarbalikan fakta tolol pikir,Negatif
276,jam allah kasih masalah buruburu buruk sangka astagfirullahalazim maaf dian ya allah,Negatif
277,sih mau bank rakyat indonesia transfer bank via bank rakyat indonesia mobile serius sih layan konsumen nama guna,Negatif
278,correct me if i am wrong konotasi matematis lekat benarsalahtidak kompromi matematikawan ya mesti toleran nonassuming ragu bukti sahihlay,Negatif
279,pancing bodohnyakan rizieq bangsat cabul salah kaum kampret model bela takut masuk surga otak dimane pikir coba uniform resource locator,Negatif
280,terkadang kabar hati tenang diri peduli asa hilang dari doa lenyap dengar kabar apa dari,Negatif
281,rancang skenario surprise istri jamin istri happy sekali happy sekali kayak cocok tim kreatif acara realita show ada unsur romantis nya program lamar cinta putus deh,Positif
282,partai politik apasaja sukung calon presiden otak kader miring kalah politik terkadang hitung matematis modal sih kalah joko widodo,Negatif
283,masuk artikel cetak media lupa edisi alhamdulillah tulis menang lomba rangka sehat jiwa dunia kak uniform resource locator,Positif
284,iya mas mentingin aji kejar khatam ngabarin halo bahan biar kuat sakit sekali mahmas ehe,Negatif
285,kasihan ada urus salah bela imam mesum bela takut masuk surga rizieq masuk surga pakai sembah kaum kampret uniform resource locator,Negatif
286,ya allah moga kue buat bunda kali resep google hasil kasianin ya allah saleh ulang tahun gagal gagal,Negatif
287,intelektual muda nih ada orang pesawat canda bawa bom bikin orangorang panik,Negatif
288,pas lebaran galuh selesai alhamdulillah kerja mana alhamdulillah nikah alhamdulillah eumituanueh jederrrrrrr,Negatif
289,jiyeeee jiyeee jeng dom habis menang lawan kei langsung sambut hangat girl friend kimlad halaaah sandiwara nama guna nama guna nama guna nama guna,Positif
290,haha pengngangguran makan demo otak minim tambah minum kencing onta lengkap deh tolol,Negatif
291,bukti kabur bangsat cabul logika pikir orang waras cabul imam bela mampus takut masuk surga uniform resource locator,Negatif
292,anak zaman now lulus pakai toga uji nasional aula mahal lulus sekolah dasar banter pisah cibodas orang anyer bis,Negatif
293,kereta duduk sebrangan pasang tidur peluk yoyakarta cirebon jakarta kena sakit gula kaykanya,Negatif
294,langsung omong selak tua cari uang ya bareng bareng suami mama mu gendong cucu ajar pas keluarga sih anu una unu nikah sih bla beli blu anak hem ya mlipir,Negatif
295,imam cabul bela juta orang tolol bayang betapa bego manusai model takut masuk surga,Negatif
296,hasil bersih juta kadang asa gaya hidup tinggi hasil sih manajemen uang bagus istri buruk kebel rumah,Negatif
297,beli tong sampah made in jerman biar tara negara eropaapa hubungannyatoh tongsekedar wadahgak nyetarain bangsa masyarakat tong sampah,Negatif
298,ya gik percaya suami keluarga suami pikir nya beda dianggep berontak suami,Negatif
299,tuju nama guna partai tong kosong nyaring bunyi berisik miskin manfaat tuju rt,Negatif
300,bahagiain orang bahagia yu ya bahagia orang bahagia bahagia kali lipat,Positif
301,salah cari benar bijak basis suporter provokator anjing,Negatif
302,nama guna rambut kering kembang ikal naturally parah sekali pakai hair dryer kasihan treatment keratin hasil bikin tekstur rambut bagus rapi,Positif
303,oke an kali pergi hotel pakai mandi pakai sendal jepit jelek hotel suruh tanggadan kesel ada lift di sana suruh tangga untung puasa mbak mbak,Negatif
304,terenyuh kagum ada sempat laku ragu selamat rest in peace razzan uniform resource locator,Negatif
305,haha bela takut masuk sorga fakta logika pikir waras salah kabur kecut bela bejuta goblok uniform resource locator,Negatif
306,nama guna banyak baca novel tonton film tonton mak lampir paham isi kitab suci alquran sasar uniform resource locator,Negatif
307,erti deh nya ada orang dunia diri keren tshirt saja gila nama guna nama guna uniform resource locator,Positif
308,pilih jokowi golput pancasila dasar negara ikut ganti mmmmmoh,Negatif
309,orang kayaterkenal makan warung digratisin orang biasamiskin suruh bayar mirip mirip miskin miskin,Negatif
310,ada hafal orang orang nya teriak rojali tuduh tusuk saudara persija uniform resource locator,Negatif
311,sepakat nama guna sesat orang larang salat bangun diri kafir salah satu gereja banyak tonton mak lampir lindung allah,Negatif
312,nama guna nama guna ppdb sekolah tengah atas negeri depok masuk berkas jam pagi jam panggil manajemen file nya tugas ppdb nya info tanya meja terima berkas,Negatif
313,liga bangkai liga indonesia alas orang balik layar penting penting pribadi ya sudah nikmat tidak ada imbas timnas liga,Negatif
314,temu baca bikin tertawa paragraf aduh suka sekali tulis,Positif
315,pacar putus istikamah konon hijrah takut neka pisah besok pasang foto gandeng cewek moga tempat neraka,Negatif
316,ya haha iya wiraswasta susah kadang bagus kadang tiba tiba mati hatihati sekali untung orang istri keren sih toko jual duren lebaran jual kue pent,Positif
317,perempuan bilang pacar dosa langsung dinikahin dihalalin sini biar suruh obrol makan atiii nikah cintaa kasihan menang sndirian teman giihh,Negatif
318,ganti ada transisi hak nya sesuai jobdes puasa zalim pukpukk senior junioritas,Negatif
319,ya allah pacar nerimo gemati pelit bayar makan suka ajak lebih dahulu rewel biar sakit hati hilang amin,Negatif
320,minggu nama guna nama guna layan langgan setia direct message direct message ada lanjut nya bahas lini masa urus direct message balas nya uniform resource locator,Negatif
321,sepakat nama guna sesat orang larang salat bangun diri kafir salah satu gereja banyak tonton mak lampir lindung allah subhanahu wa taala,Negatif
322,bongluh terima kasih anies sandi janani ide program ahok dibully curiga orang bisa ngebully saja,Negatif
323,iya mau nikah lelaki na nu manaaaaaaa sih enak calon bantal guling peluk hamdalah,Negatif
324,ku prepare maksimal pakai receh khas anak sekolah orang bohong keluarga butuh ya sudah kasih janjiin kembali ekspektasi kadang suka,Negatif
325,jaman sekolah dasar kelas an pulang sekolah mampir rumah nama guna main tonton meteor garden mamah mandi makan pulang telepon mama haha,Positif
326,cc in cebong dungu maksud hati cari salah nama guna nama guna pohon plastik bongkar skandal kasihan ahok uniform resource locator,Negatif
327,lokasi kamar lantai hujuuung protes berisik sekali anjir kostan ada ulang tahun disiramsiram,Negatif
328,batalin sampah made in jerman lanjur ada gubernur sebelumnnya belah biar ahoker happy kerja nyinyir gubernur anies,Negatif
329,anggota komite medik rumah sakit kadang bicara death case rapat komite medik bicara pasien tinggal awat rumah sakit senang pasien,Negatif
330,kabur bangga kecut imam mesum kabur orang goblok bela takut masuk surga ajaib uniform resource locator,Negatif
331,ada instagram line kasih line whatsapp playstorenya biar paket ada instagram whatsapp line mobile legend ada,Negatif
332,ya sudah situ putus asa niat ngebahagiain usaha pikir ngewujudin wish kecuali,Negatif
333,lapar stasiun beli paket es teh rotio duduk nyruput es teh belah ada orang salat syaitonirojim,Negatif
334,lhahhh duit kerja orang pc situ kah enak ketua pc nya mentang begitu ya sabar ra senyum,Negatif
335,nasip adik niat daftar poltekkes pergi pas tes gasal isi tidak ada harap masuk situ ujung nya terima jurus sehat lingkung bidan,Positif
336,pas istirahat jajan main bekal kelas main bentengbentengan lapang haha by the way miss about it,Positif
337,salah teman sakit sakit hati dapat sakit patah hati sakit tindak dokter yakin iya maaf ada ajar paham sakit,Negatif
338,kasihan sih anas orang percaya korupsi fakta kasasi artidjo pensiun maksud harap putus artidjo tambah hukum telikung hakim uniform resource locator,Negatif
339,transj diri baik hati kasih duduk tua sih tua eh ada cowok sopan duduk duduk hadeehhh,Negatif
340,dar hidung meler terawih tenggorok sakit yaps makan cair hehe uniform resource locator,Negatif
341,bahas travel sih sayang buka luka rangkai luka agen travel oknum nya the worst can happen to,Negatif
342,cerita takut baca tarik perempuan am kinda possessive bitch for these pikir,Negatif
343,jebak kacung muhrsimam umat muslimtokoh agamaprabowo mlkukan konsultasi keagamaanapanya turun kelaskelas bulu kelas bantamalkafirun pahamaplg politis kelas ecek modal fitnah maki nyinyircuma uniform resource locator,Negatif
344,nama guna bilang hakim artidjo malaikat ya hakim artidjo dasar fakta sidang buta korupsi bukti nya malaikat doy,Negatif
345,nama guna asli sih kemarin saing dota puyeng cari perhati dese tambah pubg ngechat kirim gambar peringkat saja kesel diubun ubun,Negatif
346,niat kenal balas niat cuekin cuekin rugi hilang aduh salah orang bro,Negatif
347,bilang baca benerrr laku,Negatif
348,psi manfaat pengecutpenjilattukang fitnah ton teka tekipartai partai ideologi dendambermental jongosdan dosponsori taipan berengsek,Negatif
349,ya gusti coba cantik tempel sekali pala manjaahh dimanjahhh cantik sok cantik,Negatif
350,nama guna nama guna bukti napi koruptor handphone penjara langgar atur enak langgar atur tanda karakter,Negatif
351,paksa kenal paksa ml suka chat pernh balas gilir balas sakit haha makan ucap,Negatif
352,mayoritas kakakkakaknya pulang kerja pakai pakai kerja bayang amin ada posisi,Positif
353,jam nongol eh jam ditelponin bilang tempat jadi perkara indekos lantai kamar super gede lengang sekali tunggu waswas sms jemput,Negatif
354,hati sis nama guna leptopku habis baru restart black screen tunjuk puter log in restore sengaja hapus,Negatif
355,dungu nama guna buyback indosat ajang debat spontan sesi debat anis tuduh kubu prabowo dukung mafia bantah uniform resource locator,Negatif
356,nama guna nama guna katacuma selogankyk ria pancasila bukti presiden ejek dungu diamajaib saran mulut nyata mohon disingkron,Negatif
357,beda sih adik suka bau sehat niat daptar maklum pas takut kuliah asa sih kuliah passion kesan nya mirip budak nilai,Negatif
358,well bal nature lumayan awet bau sore iseng usap tangan ditempelin bantal ku tinggal pergi jam jam eh bau ninggal lumayan alternatif untuk wahing kena farfumm uniform resource locator,Positif
359,hati kecewa sakit hati blok ehmmm harap kenal direct message ribu kali laden tahu kenal rasa chat buka buka balas,Negatif
360,rt nama guna suka kopi sama suka jalan jalan jalan dengan suka suka suka,Negatif
361,blok twitter peduli hilang tumbuh seribuh indekos bangga blok oke byee,Negatif
362,korupsi uang hambur negara dprri pegang amanah rakyat rakyat suara lantang rakyat hormat hormat amanah rakyat cam,Negatif
363,dengar lagu zayn malik benci sekali gara gaya tengil semenjak rilis lagu pillow talk wkwk deh suka dengar lagu nya terkadang manusia jilat ludah,Positif
364,maghrib sih supir cerita feeling enak sekali carter mimpi celaka takut jadi inti jemput repotin keluarga malu pesan travel pintar,Negatif
365,diam lawan memparalat hukum tuju kuasa diam lawan front linernya komunis kedok pancasila uniform resource locator,Negatif
366,ku tatap wajah temu getar jiwa senyum pada cinta nama guna,Positif
367,senyum ramah fannya angkuh rodo ngadoh piee nek rasakne sumpah wagu mas polah,Negatif
368,adik indekos pinjam tupperware bawa pulang kamis dese isi rendang masuk freezer she just sent me to hell,Negatif
369,orang orang sibuk pikir nastar pikir needle automatic microneedlingnya apparently im sok behind at kultur lebaran as if eating nastar is religous momen,Negatif
370,sedih dengar lagulagu sedih lirik musik tani malam ku ku tidur cepat malam,Negatif
371,nama guna nama guna aku jaring nya lemah ya tolong kuat harga kuota giga rupiah banding kualitas sinyal kuat daerah sariwates kiaracondong kota bandung cc nama guna uniform resource locator,Negatif
